"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"AIN","Wainwright, AK","BRW","Barrow, AK",
"AKB","Atka, AK","DUT","Unalaska, AK",
"AKB","Atka, AK","IKO","Nikolski, AK",
"AKI","Akiak, AK","KSM","St. Mary's, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","TLT","Tuluksak, AK",
"AKI","Akiak, AK","KKI","Akiachak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","KKI","Akiachak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","ANI","Aniak, AK",
"AKI","Akiak, AK","BET","Bethel, AK",
"AKI","Akiak, AK","ANI","Aniak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","ADQ","Kodiak, AK",
"AKK","Akhiok, AK","OLH","Old Harbor, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","EGX","Egegik, AK",
"AKN","King Salmon, AK","IGG","Igiugig, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","DUT","Unalaska, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","ILI","Iliamna, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","UGS","Ugashik, AK",
"AKN","King Salmon, AK","WSN","South Naknek, AK",
"AKN","King Salmon, AK","AKN","King Salmon, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","PIP","Pilot Point, AK",
"AKN","King Salmon, AK","PTH","Port Heiden, AK",
"AKN","King Salmon, AK","CDB","Cold Bay, AK",
"AKN","King Salmon, AK","WSN","South Naknek, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","KCG","Chignik Bay, AK",
"AKN","King Salmon, AK","KCL","Chignik Lagoon, AK",
"AKN","King Salmon, AK","KLL","Levelock, AK",
"AKN","King Salmon, AK","KPV","Perryville, AK",
"AKN","King Salmon, AK","PIP","Pilot Point, AK",
"AKN","King Salmon, AK","PTH","Port Heiden, AK",
"AKN","King Salmon, AK","ENA","Kenai, AK",
"AKN","King Salmon, AK","CDB","Cold Bay, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKN","King Salmon, AK","DLG","Dillingham, AK",
"AKN","King Salmon, AK","DUT","Unalaska, AK",
"AKN","King Salmon, AK","ANC","Anchorage, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","BRW","Barrow, AK",
"AKP","Anaktuvuk Pass, AK","CXF","Coldfoot, AK",
"AKP","Anaktuvuk Pass, AK","BTT","Bettles, AK",
"AKP","Anaktuvuk Pass, AK","AET","Allakaket, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"AKP","Anaktuvuk Pass, AK","FAI","Fairbanks, AK",
"ALB","Albany, NY","GSO","Greensboro/High Point, NC",
"ALB","Albany, NY","AVL","Asheville, NC",
"ALB","Albany, NY","ACY","Atlantic City, NJ",
"ALB","Albany, NY","SBN","South Bend, IN",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","CLT","Charlotte, NC",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","DCA","Washington, DC",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","FLL","Fort Lauderdale, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","DTW","Detroit, MI",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","GSO","Greensboro/High Point, NC",
"ALB","Albany, NY","CLT","Charlotte, NC",
"ALB","Albany, NY","ATL","Atlanta, GA",
"ALB","Albany, NY","HTO","East Hampton, NY",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","SFB","Sanford, FL",
"ALB","Albany, NY","PIE","St. Petersburg, FL",
"ALB","Albany, NY","SFB","Sanford, FL",
"ALB","Albany, NY","PBG","Plattsburgh, NY",
"ALB","Albany, NY","PIE","St. Petersburg, FL",
"ALB","Albany, NY","PGD","Punta Gorda, FL",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","ISP","Islip, NY",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","TPA","Tampa, FL",
"ALB","Albany, NY","BWI","Baltimore, MD",
"ALB","Albany, NY","MDW","Chicago, IL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","DTW","Detroit, MI",
"ALB","Albany, NY","ATL","Atlanta, GA",
"ALB","Albany, NY","DTW","Detroit, MI",
"ALB","Albany, NY","ATL","Atlanta, GA",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","SYR","Syracuse, NY",
"ALB","Albany, NY","PHL","Philadelphia, PA",
"ALB","Albany, NY","BDL","Hartford, CT",
"ALB","Albany, NY","SDF","Louisville, KY",
"ALB","Albany, NY","BDL","Hartford, CT",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","MCO","Orlando, FL",
"ALB","Albany, NY","STC","St. Cloud, MN",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","IAD","Washington, DC",
"ALB","Albany, NY","MHT","Manchester, NH",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","MEM","Memphis, TN",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALO","Waterloo, IA","AZA","Phoenix, AZ",
"ALO","Waterloo, IA","SGF","Springfield, MO",
"ALO","Waterloo, IA","YIP","Detroit, MI",
"ALO","Waterloo, IA","ORD","Chicago, IL",
"ALS","Alamosa, CO","DEN","Denver, CO",
"ALW","Walla Walla, WA","SEA","Seattle, WA",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"AMA","Amarillo, TX","DEN","Denver, CO",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DAL","Dallas, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","IAH","Houston, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DAL","Dallas, TX",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","IAH","Houston, TX",
"ANB","Anniston, AL","PTK","Pontiac, MI",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","BNA","Nashville, TN",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","KSM","St. Mary's, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","VEE","Venetie, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","PHO","Point Hope, AK",
"ANC","Anchorage, AK","PIZ","Point Lay, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","RFD","Rockford, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","NNL","Nondalton, AK",
"ANC","Anchorage, AK","KNK","Kokhanok, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","AIN","Wainwright, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","HNL","Honolulu, HI",
"ANC","Anchorage, AK","OGG","Kahului, HI",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","KOA","Kona, HI",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","OGG","Kahului, HI",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","KOA","Kona, HI",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","TLT","Tuluksak, AK",
"ANC","Anchorage, AK","MDO","Middleton Island, AK",
"ANC","Anchorage, AK","ANV","Anvik, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","PHO","Point Hope, AK",
"ANC","Anchorage, AK","SHX","Shageluk, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","MSP","Minneapolis, MN",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","KNW","New Stuyahok, AK",
"ANC","Anchorage, AK","KTN","Ketchikan, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","PSG","Petersburg, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","STG","St. George Island, AK",
"ANC","Anchorage, AK","TEK","Tatitlek, AK",
"ANC","Anchorage, AK","WRG","Wrangell, AK",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","NCN","Chenega, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","STG","St. George Island, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","GKN","Gulkana, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","RFD","Rockford, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","BNA","Nashville, TN",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CHS","Charleston, SC",
"ANC","Anchorage, AK","HSV","Huntsville, AL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","BVU","Beluga, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SKK","Shaktoolik, AK",
"ANC","Anchorage, AK","SVA","Savoonga, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","DEN","Denver, CO",
"ANC","Anchorage, AK","SFO","San Francisco, CA",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","VDZ","Valdez, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","VDZ","Valdez, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","OAK","Oakland, CA",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","EWR","Newark, NJ",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","AFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","GUM","Guam, TT",
"ANC","Anchorage, AK","MCI","Kansas City, MO",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","EMK","Emmonak, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","TLT","Tuluksak, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","CHU","Chuathbaluk, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","TLT","Tuluksak, AK",
"ANI","Aniak, AK","CHU","Chuathbaluk, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","SRV","Stony River, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","CHU","Chuathbaluk, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","MCG","McGrath, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","HCR","Holy Cross, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","UNK","Unalakleet, AK",
"ANV","Anvik, AK","SHX","Shageluk, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","FAI","Fairbanks, AK",
"ANV","Anvik, AK","KAL","Kaltag, AK",
"AOO","Altoona, PA","BWI","Baltimore, MD",
"AOO","Altoona, PA","PIT","Pittsburgh, PA",
"AOS","Amook Bay, AK","KZB","Zachar Bay, AK",
"AOS","Amook Bay, AK","A43","Kodiak Island, AK",
"AOS","Amook Bay, AK","A43","Kodiak Island, AK",
"AOS","Amook Bay, AK","KZB","Zachar Bay, AK",
"APA","Denver, CO","TUL","Tulsa, OK",
"APA","Denver, CO","PSP","Palm Springs, CA",
"APC","Napa, CA","HHR","Hawthorne, CA",
"APF","Naples, FL","HGR","Hagerstown, MD",
"APF","Naples, FL","HYA","Hyannis, MA",
"APF","Naples, FL","PBI","West Palm Beach/Palm Beach, FL",
"APF","Naples, FL","TEB","Teterboro, NJ",
"APF","Naples, FL","TTN","Trenton, NJ",
"APN","Alpena, MI","FNT","Flint, MI",
"APN","Alpena, MI","DTW","Detroit, MI",
"ARA","New Iberia, LA","MEM","Memphis, TN",
"ARA","New Iberia, LA","MQY","Smyrna, TN",
"ARC","Arctic Village, AK","FYU","Fort Yukon, AK",
"ARC","Arctic Village, AK","FYU","Fort Yukon, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","VEE","Venetie, AK",
"ARC","Arctic Village, AK","VEE","Venetie, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","SCC","Deadhorse, AK",
"ARC","Arctic Village, AK","BTI","Barter Island, AK",
"ARC","Arctic Village, AK","FYU","Fort Yukon, AK",
"ART","Watertown, NY","PHL","Philadelphia, PA",
"ASE","Aspen, CO","HYA","Hyannis, MA",
"ASE","Aspen, CO","UGN","Waukegan, IL",
"ASE","Aspen, CO","MDW","Chicago, IL",
"ASE","Aspen, CO","MDW","Chicago, IL",
"ASE","Aspen, CO","CLD","Carlsbad, CA",
"ASE","Aspen, CO","TUS","Tucson, AZ",
"ASE","Aspen, CO","PSP","Palm Springs, CA",
"ASE","Aspen, CO","UGN","Waukegan, IL",
"ASE","Aspen, CO","VNY","Van Nuys, CA",
